,TimeStamp,assetnum,c2h2,co2,co,c2h6,c2h4,h2,ch4,n2,o2,TDCG,h2o,timestamp
266,2023-07-23T10:59:29.7530953-04:00,10793168,0.0,1129.18481445313,714.133117675781,0.0,0.0,6.10370206832886,0.0,22019.10546875,9491.2568359375,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
306,2023-07-23T10:59:29.7530953-04:00,10793169,0.0,946.073791503906,521.866516113281,0.0,0.0,0.0,0.0,16983.55078125,5798.5166015625,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
286,2023-07-23T10:59:29.7530953-04:00,10793169,0.0,946.073791503906,521.866516113281,0.0,0.0,0.0,0.0,16983.55078125,5798.5166015625,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
326,2023-07-23T10:59:29.7530953-04:00,10795927,0.0,213.62956237793,201.422164916992,0.0,0.0,6.10370206832886,0.0,13000.884765625,7812.73828125,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
486,2023-07-23T10:59:29.7530953-04:00,10883313,0.0,854.518249511719,476.088745117188,0.0,0.0,6.10370206832886,0.0,16983.55078125,5493.33154296875,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
126,2023-07-23T10:59:29.7530953-04:00,10621445,0.0,457.777648925781,45.7777633666992,0.0,0.0,0.0,0.0,3021.33251953125,1403.85144042969,0.0,3.05185103416443,2023-07-23 10:59:29.753095300-04:00
67,2023-07-23T18:59:29.7530953-04:00,10608848,0.0,946.073791503906,274.666595458984,0.0,0.0,0.0,30.5185089111328,5996.88720703125,2197.33276367188,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
507,2023-07-23T18:59:29.7530953-04:00,10883313,0.0,946.073791503906,503.555419921875,0.0,0.0,6.10370206832886,0.0,16983.55078125,5890.072265625,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
287,2023-07-23T18:59:29.7530953-04:00,10793169,0.0,1007.11083984375,540.177612304688,0.0,0.0,0.0,0.0,17990.662109375,6195.25732421875,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
187,2023-07-23T18:59:29.7530953-04:00,10621447,0.0,549.333190917969,73.2444229125977,0.0,0.0,0.0,0.0,13000.884765625,4394.66552734375,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
407,2023-07-23T18:59:29.7530953-04:00,10808161,0.0,946.073791503906,485.244293212891,0.0,0.0,6.10370206832886,0.0,17990.662109375,6988.73876953125,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
47,2023-07-23T18:59:29.7530953-04:00,10608848,0.0,946.073791503906,274.666595458984,0.0,0.0,0.0,30.5185089111328,5996.88720703125,2197.33276367188,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
107,2023-07-23T18:59:29.7530953-04:00,10608851,0.0,1495.40698242188,457.777648925781,0.0,0.0,0.0,0.0,9979.552734375,2288.88818359375,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
247,2023-07-23T18:59:29.7530953-04:00,10793168,0.0,1312.2958984375,750.755310058594,0.0,0.0,6.10370206832886,0.0,23987.548828125,9308.1455078125,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
387,2023-07-23T18:59:29.7530953-04:00,10808160,0.0,1007.11083984375,476.088745117188,0.0,0.0,6.10370206832886,0.0,16022.2177734375,7110.8125,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
87,2023-07-23T18:59:29.7530953-04:00,10608851,0.0,1495.40698242188,457.777648925781,0.0,0.0,0.0,0.0,9979.552734375,2288.88818359375,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
27,2023-07-23T18:59:29.7530953-04:00,10047622,0.0,854.518249511719,210.577713012695,0.0,0.0,12.2074041366577,0.0,43992.4296875,13885.921875,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
227,2023-07-23T18:59:29.7530953-04:00,10793167,0.0,885.036804199219,411.999877929688,0.0,0.0,0.0,0.0,11993.7744140625,6012.146484375,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
367,2023-07-23T18:59:29.7530953-04:00,10808160,0.0,1007.11083984375,476.088745117188,0.0,0.0,6.10370206832886,0.0,16022.2177734375,7110.8125,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
327,2023-07-23T18:59:29.7530953-04:00,10795927,0.0,213.62956237793,201.422164916992,0.0,0.0,6.10370206832886,0.0,14007.99609375,8301.0341796875,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
267,2023-07-23T18:59:29.7530953-04:00,10793168,0.0,1312.2958984375,750.755310058594,0.0,0.0,6.10370206832886,0.0,23987.548828125,9308.1455078125,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
340,2023-07-23T18:59:29.7530953-04:00,10795927,0.0,213.62956237793,201.422164916992,0.0,0.0,6.10370206832886,0.0,14007.99609375,8301.0341796875,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
207,2023-07-23T18:59:29.7530953-04:00,10793167,0.0,885.036804199219,411.999877929688,0.0,0.0,0.0,0.0,11993.7744140625,6012.146484375,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
427,2023-07-23T18:59:29.7530953-04:00,10808161,0.0,946.073791503906,485.244293212891,0.0,0.0,6.10370206832886,0.0,17990.662109375,6988.73876953125,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
307,2023-07-23T18:59:29.7530953-04:00,10793169,0.0,1007.11083984375,540.177612304688,0.0,0.0,0.0,0.0,17990.662109375,6195.25732421875,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
7,2023-07-23T18:59:29.7530953-04:00,10047622,0.0,854.518249511719,210.577713012695,0.0,0.0,12.2074041366577,0.0,43992.4296875,13885.921875,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
127,2023-07-23T18:59:29.7530953-04:00,10621445,0.0,488.296142578125,45.7777633666992,0.0,0.0,0.0,0.0,3021.33251953125,1403.85144042969,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
447,2023-07-23T18:59:29.7530953-04:00,10808163,0.0,915.555297851563,457.777648925781,0.0,0.0,0.0,0.0,16022.2177734375,7110.8125,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
487,2023-07-23T18:59:29.7530953-04:00,10883313,0.0,946.073791503906,503.555419921875,0.0,0.0,6.10370206832886,0.0,16983.55078125,5890.072265625,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
147,2023-07-23T18:59:29.7530953-04:00,10621445,0.0,488.296142578125,45.7777633666992,0.0,0.0,0.0,0.0,3021.33251953125,1403.85144042969,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
167,2023-07-23T18:59:29.7530953-04:00,10621447,0.0,549.333190917969,73.2444229125977,0.0,0.0,0.0,0.0,13000.884765625,4394.66552734375,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
467,2023-07-23T18:59:29.7530953-04:00,10808163,0.0,915.555297851563,457.777648925781,0.0,0.0,0.0,0.0,16022.2177734375,7110.8125,0.0,3.05185103416443,2023-07-23 18:59:29.753095300-04:00
48,2023-07-24T02:59:29.7530953-04:00,10608848,0.0,915.555297851563,265.511047363281,0.0,0.0,0.0,30.5185089111328,5996.88720703125,2105.77709960938,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
448,2023-07-24T02:59:29.7530953-04:00,10808163,0.0,854.518249511719,430.310974121094,0.0,0.0,0.0,0.0,14007.99609375,6500.4423828125,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
368,2023-07-24T02:59:29.7530953-04:00,10808160,0.0,946.073791503906,457.777648925781,0.0,0.0,6.10370206832886,0.0,15015.1064453125,6714.072265625,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
128,2023-07-24T02:59:29.7530953-04:00,10621445,0.0,457.777648925781,45.7777633666992,0.0,0.0,0.0,0.0,3021.33251953125,1403.85144042969,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
228,2023-07-24T02:59:29.7530953-04:00,10793167,0.0,885.036804199219,393.688781738281,0.0,0.0,0.0,0.0,11993.7744140625,5798.5166015625,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
28,2023-07-24T02:59:29.7530953-04:00,10047622,0.0,793.481262207031,192.266616821289,0.0,0.0,12.2074041366577,0.0,41978.2109375,12604.14453125,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
288,2023-07-24T02:59:29.7530953-04:00,10793169,0.0,1007.11083984375,531.022094726563,0.0,0.0,0.0,0.0,16983.55078125,5890.072265625,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
488,2023-07-24T02:59:29.7530953-04:00,10883313,0.0,915.555297851563,485.244293212891,0.0,0.0,6.10370206832886,0.0,16022.2177734375,5706.96142578125,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
108,2023-07-24T02:59:29.7530953-04:00,10608851,0.0,1342.814453125,393.688781738281,0.0,0.0,0.0,0.0,8011.10888671875,1800.59204101563,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
388,2023-07-24T02:59:29.7530953-04:00,10808160,0.0,946.073791503906,457.777648925781,0.0,0.0,6.10370206832886,0.0,15015.1064453125,6714.072265625,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
508,2023-07-24T02:59:29.7530953-04:00,10883313,0.0,915.555297851563,485.244293212891,0.0,0.0,6.10370206832886,0.0,16022.2177734375,5706.96142578125,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
8,2023-07-24T02:59:29.7530953-04:00,10047622,0.0,793.481262207031,192.266616821289,0.0,0.0,12.2074041366577,0.0,41978.2109375,12604.14453125,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
208,2023-07-24T02:59:29.7530953-04:00,10793167,0.0,885.036804199219,393.688781738281,0.0,0.0,0.0,0.0,11993.7744140625,5798.5166015625,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
148,2023-07-24T02:59:29.7530953-04:00,10621445,0.0,457.777648925781,45.7777633666992,0.0,0.0,0.0,0.0,3021.33251953125,1403.85144042969,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
408,2023-07-24T02:59:29.7530953-04:00,10808161,0.0,885.036804199219,466.933197021484,0.0,0.0,6.10370206832886,0.0,16022.2177734375,6500.4423828125,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
468,2023-07-24T02:59:29.7530953-04:00,10808163,0.0,854.518249511719,430.310974121094,0.0,0.0,0.0,0.0,14007.99609375,6500.4423828125,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
268,2023-07-24T02:59:29.7530953-04:00,10793168,0.0,1190.22192382813,741.599792480469,0.0,0.0,6.10370206832886,0.0,22980.4375,9002.9599609375,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
248,2023-07-24T02:59:29.7530953-04:00,10793168,0.0,1190.22192382813,741.599792480469,0.0,0.0,6.10370206832886,0.0,22980.4375,9002.9599609375,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
188,2023-07-24T02:59:29.7530953-04:00,10621447,0.0,518.814636230469,64.0888671875,0.0,0.0,0.0,0.0,11993.7744140625,4211.55419921875,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
88,2023-07-24T02:59:29.7530953-04:00,10608851,0.0,1342.814453125,393.688781738281,0.0,0.0,0.0,0.0,8011.10888671875,1800.59204101563,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
428,2023-07-24T02:59:29.7530953-04:00,10808161,0.0,885.036804199219,466.933197021484,0.0,0.0,6.10370206832886,0.0,16022.2177734375,6500.4423828125,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
341,2023-07-24T02:59:29.7530953-04:00,10795927,0.0,213.62956237793,201.422164916992,0.0,0.0,6.10370206832886,0.0,14007.99609375,7904.2939453125,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
308,2023-07-24T02:59:29.7530953-04:00,10793169,0.0,1007.11083984375,531.022094726563,0.0,0.0,0.0,0.0,16983.55078125,5890.072265625,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
328,2023-07-24T02:59:29.7530953-04:00,10795927,0.0,213.62956237793,201.422164916992,0.0,0.0,6.10370206832886,0.0,14007.99609375,7904.2939453125,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
168,2023-07-24T02:59:29.7530953-04:00,10621447,0.0,518.814636230469,64.0888671875,0.0,0.0,0.0,0.0,11993.7744140625,4211.55419921875,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
68,2023-07-24T02:59:29.7530953-04:00,10608848,0.0,915.555297851563,265.511047363281,0.0,0.0,0.0,30.5185089111328,5996.88720703125,2105.77709960938,0.0,3.05185103416443,2023-07-24 02:59:29.753095300-04:00
269,2023-07-24T10:59:29.7530953-04:00,10793168,0.0,1159.70336914063,677.510925292969,0.0,0.0,6.10370206832886,0.0,22980.4375,8789.3310546875,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
509,2023-07-24T10:59:29.7530953-04:00,10883313,0.0,885.036804199219,476.088745117188,0.0,0.0,6.10370206832886,0.0,16022.2177734375,5493.33154296875,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
342,2023-07-24T10:59:29.7530953-04:00,10795927,0.0,213.62956237793,192.266616821289,0.0,0.0,6.10370206832886,0.0,13000.884765625,7690.66455078125,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
329,2023-07-24T10:59:29.7530953-04:00,10795927,0.0,213.62956237793,192.266616821289,0.0,0.0,6.10370206832886,0.0,13000.884765625,7690.66455078125,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
229,2023-07-24T10:59:29.7530953-04:00,10793167,0.0,854.518249511719,384.533233642578,0.0,0.0,0.0,0.0,10986.6630859375,5584.88720703125,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
249,2023-07-24T10:59:29.7530953-04:00,10793168,0.0,1159.70336914063,677.510925292969,0.0,0.0,6.10370206832886,0.0,22980.4375,8789.3310546875,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
369,2023-07-24T10:59:29.7530953-04:00,10808160,0.0,946.073791503906,457.777648925781,0.0,0.0,6.10370206832886,0.0,16022.2177734375,6714.072265625,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
129,2023-07-24T10:59:29.7530953-04:00,10621445,0.0,457.777648925781,45.7777633666992,0.0,0.0,0.0,0.0,3021.33251953125,1403.85144042969,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
469,2023-07-24T10:59:29.7530953-04:00,10808163,0.0,823.999755859375,421.155426025391,0.0,0.0,0.0,0.0,14007.99609375,6286.81298828125,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
149,2023-07-24T10:59:29.7530953-04:00,10621445,0.0,457.777648925781,45.7777633666992,0.0,0.0,0.0,0.0,3021.33251953125,1403.85144042969,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
49,2023-07-24T10:59:29.7530953-04:00,10608848,0.0,885.036804199219,265.511047363281,0.0,0.0,0.0,30.5185089111328,5996.88720703125,2105.77709960938,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
9,2023-07-24T10:59:29.7530953-04:00,10047622,0.0,793.481262207031,192.266616821289,0.0,0.0,12.2074041366577,0.0,41978.2109375,11993.7744140625,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
89,2023-07-24T10:59:29.7530953-04:00,10608851,0.0,1129.18481445313,384.533233642578,0.0,0.0,0.0,0.0,8011.10888671875,1709.03649902344,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
29,2023-07-24T10:59:29.7530953-04:00,10047622,0.0,793.481262207031,192.266616821289,0.0,0.0,12.2074041366577,0.0,41978.2109375,11993.7744140625,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
409,2023-07-24T10:59:29.7530953-04:00,10808161,0.0,885.036804199219,457.777648925781,0.0,0.0,6.10370206832886,0.0,16022.2177734375,6286.81298828125,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
69,2023-07-24T10:59:29.7530953-04:00,10608848,0.0,885.036804199219,265.511047363281,0.0,0.0,0.0,30.5185089111328,5996.88720703125,2105.77709960938,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
449,2023-07-24T10:59:29.7530953-04:00,10808163,0.0,823.999755859375,421.155426025391,0.0,0.0,0.0,0.0,14007.99609375,6286.81298828125,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
169,2023-07-24T10:59:29.7530953-04:00,10621447,0.0,518.814636230469,64.0888671875,0.0,0.0,0.0,0.0,11993.7744140625,4089.48022460938,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
309,2023-07-24T10:59:29.7530953-04:00,10793169,0.0,976.59228515625,521.866516113281,0.0,0.0,0.0,0.0,16983.55078125,5706.96142578125,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
429,2023-07-24T10:59:29.7530953-04:00,10808161,0.0,885.036804199219,457.777648925781,0.0,0.0,6.10370206832886,0.0,16022.2177734375,6286.81298828125,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
489,2023-07-24T10:59:29.7530953-04:00,10883313,0.0,885.036804199219,476.088745117188,0.0,0.0,6.10370206832886,0.0,16022.2177734375,5493.33154296875,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
289,2023-07-24T10:59:29.7530953-04:00,10793169,0.0,976.59228515625,521.866516113281,0.0,0.0,0.0,0.0,16983.55078125,5706.96142578125,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
209,2023-07-24T10:59:29.7530953-04:00,10793167,0.0,854.518249511719,384.533233642578,0.0,0.0,0.0,0.0,10986.6630859375,5584.88720703125,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
389,2023-07-24T10:59:29.7530953-04:00,10808160,0.0,946.073791503906,457.777648925781,0.0,0.0,6.10370206832886,0.0,16022.2177734375,6714.072265625,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
109,2023-07-24T10:59:29.7530953-04:00,10608851,0.0,1129.18481445313,384.533233642578,0.0,0.0,0.0,0.0,8011.10888671875,1709.03649902344,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
189,2023-07-24T10:59:29.7530953-04:00,10621447,0.0,518.814636230469,64.0888671875,0.0,0.0,0.0,0.0,11993.7744140625,4089.48022460938,0.0,3.05185103416443,2023-07-24 10:59:29.753095300-04:00
430,2023-07-24T18:59:29.7530953-04:00,10808161,0.0,915.555297851563,476.088745117188,0.0,0.0,6.10370206832886,0.0,16983.55078125,6805.62744140625,0.0,3.05185103416443,2023-07-24 18:59:29.753095300-04:00
270,2023-07-24T18:59:29.7530953-04:00,10793168,0.0,1220.74035644531,723.288696289063,0.0,0.0,6.10370206832886,0.0,27008.880859375,10589.9228515625,0.0,3.05185103416443,2023-07-24 18:59:29.753095300-04:00
50,2023-07-24T18:59:29.7530953-04:00,10608848,0.0,946.073791503906,274.666595458984,0.0,0.0,0.0,30.5185089111328,5996.88720703125,2197.33276367188,0.0,3.05185103416443,2023-07-24 18:59:29.753095300-04:00
343,2023-07-24T18:59:29.7530953-04:00,10795927,0.0,213.62956237793,201.422164916992,0.0,0.0,6.10370206832886,0.0,14007.99609375,8209.4794921875,0.0,3.05185103416443,2023-07-24 18:59:29.753095300-04:00
330,2023-07-24T18:59:29.7530953-04:00,10795927,0.0,213.62956237793,201.422164916992,0.0,0.0,6.10370206832886,0.0,14007.99609375,8209.4794921875,0.0,3.05185103416443,2023-07-24 18:59:29.753095300-04:00
490,2023-07-24T18:59:29.7530953-04:00,10883313,0.0,946.073791503906,503.555419921875,0.0,0.0,6.10370206832886,0.0,16983.55078125,5890.072265625,0.0,3.05185103416443,2023-07-24 18:59:29.753095300-04:00
250,2023-07-24T18:59:29.7530953-04:00,10793168,0.0,1220.74035644531,723.288696289063,0.0,0.0,6.10370206832886,0.0,27008.880859375,10589.9228515625,0.0,3.05185103416443,2023-07-24 18:59:29.753095300-04:00
70,2023-07-24T18:59:29.7530953-04:00,10608848,0.0,946.073791503906,274.666595458984,0.0,0.0,0.0,30.5185089111328,5996.88720703125,2197.33276367188,0.0,3.05185103416443,2023-07-24 18:59:29.753095300-04:00
310,2023-07-24T18:59:29.7530953-04:00,10793169,0.0,1007.11083984375,531.022094726563,0.0,0.0,0.0,0.0,17990.662109375,6012.146484375,0.0,3.05185103416443,2023-07-24 18:59:29.753095300-04:00
410,2023-07-24T18:59:29.7530953-04:00,10808161,0.0,915.555297851563,476.088745117188,0.0,0.0,6.10370206832886,0.0,16983.55078125,6805.62744140625,0.0,3.05185103416443,2023-07-24 18:59:29.753095300-04:00
510,2023-07-24T18:59:29.7530953-04:00,10883313,0.0,946.073791503906,503.555419921875,0.0,0.0,6.10370206832886,0.0,16983.55078125,5890.072265625,0.0,3.05185103416443,2023-07-24 18:59:29.753095300-04:00
90,2023-07-24T18:59:29.7530953-04:00,10608851,0.0,1434.36999511719,402.844329833984,0.0,0.0,0.0,0.0,8011.10888671875,1709.03649902344,0.0,3.05185103416443,2023-07-24 18:59:29.753095300-04:00
110,2023-07-24T18:59:29.7530953-04:00,10608851,0.0,1434.36999511719,402.844329833984,0.0,0.0,0.0,0.0,8011.10888671875,1709.03649902344,0.0,3.05185103416443,2023-07-24 18:59:29.753095300-04:00
290,2023-07-24T18:59:29.7530953-04:00,10793169,0.0,1007.11083984375,531.022094726563,0.0,0.0,0.0,0.0,17990.662109375,6012.146484375,0.0,3.05185103416443,2023-07-24 18:59:29.753095300-04:00
370,2023-07-24T18:59:29.7530953-04:00,10808160,0.0,1007.11083984375,476.088745117188,0.0,0.0,6.10370206832886,0.0,16022.2177734375,7202.3681640625,0.0,3.05185103416443,2023-07-24 18:59:29.753095300-04:00
230,2023-07-24T18:59:29.7530953-04:00,10793167,0.0,885.036804199219,402.844329833984,0.0,0.0,0.0,0.0,11993.7744140625,5798.5166015625,0.0,3.05185103416443,2023-07-24 18:59:29.753095300-04:00
450,2023-07-24T18:59:29.7530953-04:00,10808163,0.0,885.036804199219,448.622100830078,0.0,0.0,0.0,0.0,15015.1064453125,6988.73876953125,0.0,3.05185103416443,2023-07-24 18:59:29.753095300-04:00
210,2023-07-24T18:59:29.7530953-04:00,10793167,0.0,885.036804199219,402.844329833984,0.0,0.0,0.0,0.0,11993.7744140625,5798.5166015625,0.0,3.05185103416443,2023-07-24 18:59:29.753095300-04:00
470,2023-07-24T18:59:29.7530953-04:00,10808163,0.0,885.036804199219,448.622100830078,0.0,0.0,0.0,0.0,15015.1064453125,6988.73876953125,0.0,3.05185103416443,2023-07-24 18:59:29.753095300-04:00
390,2023-07-24T18:59:29.7530953-04:00,10808160,0.0,1007.11083984375,476.088745117188,0.0,0.0,6.10370206832886,0.0,16022.2177734375,7202.3681640625,0.0,3.05185103416443,2023-07-24 18:59:29.753095300-04:00
311,2023-07-25T02:59:29.7530953-04:00,10793169,0.0,1007.11083984375,521.866516113281,0.0,0.0,0.0,0.0,16983.55078125,5890.072265625,0.0,3.05185103416443,2023-07-25 02:59:29.753095300-04:00
131,2023-07-25T02:59:29.7530953-04:00,10621445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3021.33251953125,1190.22192382813,0.0,3.05185103416443,2023-07-25 02:59:29.753095300-04:00
491,2023-07-25T02:59:29.7530953-04:00,10883313,0.0,915.555297851563,494.399841308594,0.0,0.0,6.10370206832886,0.0,16022.2177734375,5493.33154296875,0.0,3.05185103416443,2023-07-25 02:59:29.753095300-04:00
271,2023-07-25T02:59:29.7530953-04:00,10793168,0.0,1220.74035644531,750.755310058594,0.0,0.0,6.10370206832886,0.0,26001.76953125,10406.8115234375,0.0,3.05185103416443,2023-07-25 02:59:29.753095300-04:00
291,2023-07-25T02:59:29.7530953-04:00,10793169,0.0,1007.11083984375,521.866516113281,0.0,0.0,0.0,0.0,16983.55078125,5890.072265625,0.0,3.05185103416443,2023-07-25 02:59:29.753095300-04:00
91,2023-07-25T02:59:29.7530953-04:00,10608851,0.0,1373.33288574219,402.844329833984,0.0,0.0,0.0,0.0,8011.10888671875,1800.59204101563,0.0,3.05185103416443,2023-07-25 02:59:29.753095300-04:00
331,2023-07-25T02:59:29.7530953-04:00,10795927,0.0,213.62956237793,201.422164916992,0.0,0.0,6.10370206832886,0.0,13000.884765625,7904.2939453125,0.0,3.05185103416443,2023-07-25 02:59:29.753095300-04:00
431,2023-07-25T02:59:29.7530953-04:00,10808161,0.0,885.036804199219,466.933197021484,0.0,0.0,6.10370206832886,0.0,16022.2177734375,6500.4423828125,0.0,3.05185103416443,2023-07-25 02:59:29.753095300-04:00
111,2023-07-25T02:59:29.7530953-04:00,10608851,0.0,1373.33288574219,402.844329833984,0.0,0.0,0.0,0.0,8011.10888671875,1800.59204101563,0.0,3.05185103416443,2023-07-25 02:59:29.753095300-04:00
191,2023-07-25T02:59:29.7530953-04:00,10621447,0.0,518.814636230469,64.0888671875,0.0,0.0,0.0,0.0,11993.7744140625,4211.55419921875,0.0,3.05185103416443,2023-07-25 02:59:29.753095300-04:00
411,2023-07-25T02:59:29.7530953-04:00,10808161,0.0,885.036804199219,466.933197021484,0.0,0.0,6.10370206832886,0.0,16022.2177734375,6500.4423828125,0.0,3.05185103416443,2023-07-25 02:59:29.753095300-04:00
391,2023-07-25T02:59:29.7530953-04:00,10808160,0.0,946.073791503906,457.777648925781,0.0,0.0,6.10370206832886,0.0,15015.1064453125,6286.81298828125,0.0,3.05185103416443,2023-07-25 02:59:29.753095300-04:00
451,2023-07-25T02:59:29.7530953-04:00,10808163,0.0,854.518249511719,430.310974121094,0.0,0.0,0.0,0.0,14007.99609375,6408.88720703125,0.0,3.05185103416443,2023-07-25 02:59:29.753095300-04:00
211,2023-07-25T02:59:29.7530953-04:00,10793167,0.0,885.036804199219,393.688781738281,0.0,0.0,0.0,0.0,11993.7744140625,5188.146484375,0.0,3.05185103416443,2023-07-25 02:59:29.753095300-04:00
151,2023-07-25T02:59:29.7530953-04:00,10621445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3021.33251953125,1190.22192382813,0.0,3.05185103416443,2023-07-25 02:59:29.753095300-04:00
511,2023-07-25T02:59:29.7530953-04:00,10883313,0.0,915.555297851563,494.399841308594,0.0,0.0,6.10370206832886,0.0,16022.2177734375,5493.33154296875,0.0,3.05185103416443,2023-07-25 02:59:29.753095300-04:00
371,2023-07-25T02:59:29.7530953-04:00,10808160,0.0,946.073791503906,457.777648925781,0.0,0.0,6.10370206832886,0.0,15015.1064453125,6286.81298828125,0.0,3.05185103416443,2023-07-25 02:59:29.753095300-04:00
11,2023-07-25T02:59:29.7530953-04:00,10047622,0.0,762.962707519531,183.111053466797,0.0,0.0,12.2074041366577,0.0,41016.875,11413.9228515625,0.0,3.05185103416443,2023-07-25 02:59:29.753095300-04:00
31,2023-07-25T02:59:29.7530953-04:00,10047622,0.0,762.962707519531,183.111053466797,0.0,0.0,12.2074041366577,0.0,41016.875,11413.9228515625,0.0,3.05185103416443,2023-07-25 02:59:29.753095300-04:00
171,2023-07-25T02:59:29.7530953-04:00,10621447,0.0,518.814636230469,64.0888671875,0.0,0.0,0.0,0.0,11993.7744140625,4211.55419921875,0.0,3.05185103416443,2023-07-25 02:59:29.753095300-04:00
